ID=    1, predicted=  3, true=  3, accuracy=1.00
ID=   93, predicted=  3, true=  3, accuracy=1.00
ID=   94, predicted=  3, true=  3, accuracy=1.00
ID=   95, predicted=  3, true=  3, accuracy=1.00
ID=   96, predicted=  3, true=  3, accuracy=1.00
ID=   97, predicted=  3, true=  3, accuracy=1.00
ID=   98, predicted=  3, true=  3, accuracy=1.00
ID=   99, predicted=  3, true=  3, accuracy=1.00
ID=  100, predicted=  3, true=  3, accuracy=1.00
ID=  101, predicted=  3, true=  3, accuracy=1.00
ID=  102, predicted=  3, true=  3, accuracy=1.00
ID=  103, predicted=  3, true=  3, accuracy=1.00
ID=  104, predicted=  4, true=  3, accuracy=0.00
ID=  105, predicted=  3, true=  3, accuracy=1.00
ID=  106, predicted=  3, true=  3, accuracy=1.00
ID=  107, predicted=  3, true=  3, accuracy=1.00
ID=  108, predicted=  4, true=  3, accuracy=0.00
ID=  109, predicted=  7, true=  7, accuracy=1.00
ID=  110, predicted=  3, true=  3, accuracy=1.00
ID=  111, predicted=  4, true=  4, accuracy=1.00
ID=  112, predicted=  4, true=  4, accuracy=1.00
ID=  113, predicted=  2, true=  2, accuracy=1.00
ID=  114, predicted=  2, true=  2, accuracy=1.00
ID=  115, predicted=  2, true=  2, accuracy=1.00
ID=  116, predicted=  2, true=  2, accuracy=1.00
ID=  117, predicted=  3, true=  3, accuracy=1.00
ID=  118, predicted=  3, true=  3, accuracy=1.00
ID=  119, predicted=  3, true=  3, accuracy=1.00
ID=  120, predicted=  3, true=  3, accuracy=1.00
ID=  121, predicted=  3, true=  3, accuracy=1.00
ID=  122, predicted=  3, true=  3, accuracy=1.00
ID=  123, predicted=  3, true=  3, accuracy=1.00
ID=  124, predicted=  3, true=  3, accuracy=1.00
ID=  125, predicted=  3, true=  3, accuracy=1.00
ID=  126, predicted=  3, true=  3, accuracy=1.00
ID=  127, predicted=  3, true=  3, accuracy=1.00
ID=  128, predicted=  4, true=  3, accuracy=0.00
ID=  129, predicted=  4, true=  3, accuracy=0.00
ID=  130, predicted=  4, true=  7, accuracy=0.00
ID=  131, predicted=  7, true=  7, accuracy=1.00
ID=  132, predicted=  3, true=  3, accuracy=1.00
ID=  133, predicted=  4, true=  4, accuracy=1.00
ID=  134, predicted=  4, true=  4, accuracy=1.00
ID=  135, predicted=  2, true=  2, accuracy=1.00
ID=  136, predicted=  2, true=  2, accuracy=1.00
ID=  137, predicted=  2, true=  2, accuracy=1.00
ID=  138, predicted=  2, true=  2, accuracy=1.00
ID=  139, predicted=  2, true=  2, accuracy=1.00
ID=  140, predicted=  2, true=  2, accuracy=1.00
ID=  141, predicted=  3, true=  3, accuracy=1.00
ID=  142, predicted=  3, true=  3, accuracy=1.00
ID=  143, predicted=  3, true=  3, accuracy=1.00
ID=  144, predicted=  3, true=  3, accuracy=1.00
ID=  145, predicted=  3, true=  3, accuracy=1.00
ID=  146, predicted=  3, true=  3, accuracy=1.00
ID=  147, predicted=  3, true=  3, accuracy=1.00
ID=  148, predicted=  3, true=  3, accuracy=1.00
ID=  149, predicted=  3, true=  3, accuracy=1.00
ID=  150, predicted=  3, true=  3, accuracy=1.00
ID=  151, predicted=  7, true=  7, accuracy=1.00
ID=  152, predicted=  7, true=  7, accuracy=1.00
ID=  153, predicted=  7, true=  7, accuracy=1.00
ID=  154, predicted=  7, true=  7, accuracy=1.00
ID=  155, predicted=  3, true=  3, accuracy=1.00
ID=  156, predicted=  3, true=  3, accuracy=1.00
ID=  157, predicted=  3, true=  3, accuracy=1.00
ID=  158, predicted=  4, true=  4, accuracy=1.00
ID=  159, predicted=  4, true=  3, accuracy=0.00
ID=  160, predicted=  4, true=  4, accuracy=1.00
ID=  161, predicted=  2, true=  2, accuracy=1.00
ID=  162, predicted=  2, true=  2, accuracy=1.00
ID=  163, predicted=  2, true=  2, accuracy=1.00
ID=  164, predicted=  3, true=  3, accuracy=1.00
ID=  165, predicted=  3, true=  3, accuracy=1.00
ID=  166, predicted=  3, true=  3, accuracy=1.00
ID=  167, predicted=  3, true=  3, accuracy=1.00
ID=  168, predicted=  3, true=  3, accuracy=1.00
ID=  169, predicted=  3, true=  3, accuracy=1.00
ID=  170, predicted=  3, true=  3, accuracy=1.00
ID=  171, predicted=  3, true=  3, accuracy=1.00
ID=  172, predicted=  4, true=  3, accuracy=0.00
ID=  173, predicted=  7, true=  7, accuracy=1.00
ID=  174, predicted=  7, true=  7, accuracy=1.00
ID=  175, predicted=  4, true=  7, accuracy=0.00
ID=  176, predicted=  7, true=  7, accuracy=1.00
ID=  177, predicted=  7, true=  7, accuracy=1.00
ID=  178, predicted=  7, true=  7, accuracy=1.00
ID=  179, predicted=  3, true=  3, accuracy=1.00
ID=  180, predicted=  3, true=  3, accuracy=1.00
ID=  181, predicted=  4, true=  4, accuracy=1.00
ID=  182, predicted=  2, true=  2, accuracy=1.00
ID=  183, predicted=  2, true=  2, accuracy=1.00
ID=  184, predicted=  2, true=  2, accuracy=1.00
ID=  185, predicted=  2, true=  2, accuracy=1.00
ID=  186, predicted=  2, true=  2, accuracy=1.00
ID=  187, predicted=  2, true=  2, accuracy=1.00
ID=  188, predicted=  2, true=  2, accuracy=1.00
ID=  189, predicted=  2, true=  2, accuracy=1.00
ID=  190, predicted=  2, true=  2, accuracy=1.00
ID=  191, predicted=  3, true=  3, accuracy=1.00
ID=  192, predicted=  3, true=  3, accuracy=1.00
ID=  193, predicted=  3, true=  3, accuracy=1.00
ID=  194, predicted=  3, true=  3, accuracy=1.00
ID=  195, predicted=  3, true=  3, accuracy=1.00
ID=  196, predicted=  3, true=  3, accuracy=1.00
ID=  197, predicted=  3, true=  3, accuracy=1.00
ID=  198, predicted=  3, true=  3, accuracy=1.00
ID=  199, predicted=  3, true=  3, accuracy=1.00
ID=  200, predicted=  3, true=  3, accuracy=1.00
ID=  201, predicted=  3, true=  3, accuracy=1.00
ID=  202, predicted=  3, true=  3, accuracy=1.00
ID=  203, predicted=  7, true=  7, accuracy=1.00
ID=  204, predicted=  7, true=  7, accuracy=1.00
ID=  205, predicted=  7, true=  7, accuracy=1.00
ID=  206, predicted=  7, true=  7, accuracy=1.00
ID=  207, predicted=  3, true=  3, accuracy=1.00
ID=  208, predicted=  3, true=  3, accuracy=1.00
ID=  209, predicted=  3, true=  3, accuracy=1.00
ID=  210, predicted=  3, true=  3, accuracy=1.00
ID=  211, predicted=  4, true=  4, accuracy=1.00
ID=  212, predicted=  2, true=  2, accuracy=1.00
ID=  213, predicted=  2, true=  2, accuracy=1.00
ID=  214, predicted=  2, true=  2, accuracy=1.00
ID=  215, predicted=  2, true=  2, accuracy=1.00
ID=  216, predicted=  2, true=  2, accuracy=1.00
ID=  217, predicted=  2, true=  2, accuracy=1.00
ID=  218, predicted=  3, true=  3, accuracy=1.00
ID=  219, predicted=  3, true=  3, accuracy=1.00
ID=  220, predicted=  3, true=  3, accuracy=1.00
ID=  221, predicted=  3, true=  3, accuracy=1.00
ID=  222, predicted=  3, true=  3, accuracy=1.00
ID=  223, predicted=  3, true=  3, accuracy=1.00
ID=  224, predicted=  3, true=  3, accuracy=1.00
ID=  225, predicted=  3, true=  3, accuracy=1.00
ID=  226, predicted=  3, true=  3, accuracy=1.00
ID=  227, predicted=  3, true=  3, accuracy=1.00
ID=  228, predicted=  3, true=  3, accuracy=1.00
ID=  229, predicted=  3, true=  3, accuracy=1.00
ID=  230, predicted=  3, true=  3, accuracy=1.00
ID=  231, predicted=  7, true=  7, accuracy=1.00
ID=  232, predicted=  7, true=  7, accuracy=1.00
ID=  233, predicted=  7, true=  7, accuracy=1.00
ID=  234, predicted=  4, true=  7, accuracy=0.00
ID=  235, predicted=  7, true=  7, accuracy=1.00
ID=  236, predicted=  3, true=  3, accuracy=1.00
ID=  237, predicted=  3, true=  3, accuracy=1.00
ID=  238, predicted=  4, true=  4, accuracy=1.00
ID=  239, predicted=  2, true=  2, accuracy=1.00
ID=  240, predicted=  2, true=  2, accuracy=1.00
ID=  241, predicted=  2, true=  2, accuracy=1.00
ID=  242, predicted=  2, true=  2, accuracy=1.00
ID=  243, predicted=  2, true=  2, accuracy=1.00
ID=  244, predicted=  2, true=  2, accuracy=1.00
ID=  245, predicted=  2, true=  2, accuracy=1.00
ID=  246, predicted=  2, true=  2, accuracy=1.00
ID=  247, predicted=  2, true=  2, accuracy=1.00
ID=  248, predicted=  2, true=  2, accuracy=1.00
ID=  249, predicted=  3, true=  3, accuracy=1.00
ID=  250, predicted=  3, true=  3, accuracy=1.00
ID=  251, predicted=  3, true=  3, accuracy=1.00
ID=  252, predicted=  3, true=  3, accuracy=1.00
ID=  253, predicted=  3, true=  3, accuracy=1.00
ID=  254, predicted=  3, true=  3, accuracy=1.00
ID=  255, predicted=  7, true=  7, accuracy=1.00
ID=  256, predicted=  7, true=  7, accuracy=1.00
ID=  257, predicted=  7, true=  7, accuracy=1.00
ID=  258, predicted=  7, true=  7, accuracy=1.00
ID=  259, predicted=  7, true=  7, accuracy=1.00
ID=  260, predicted=  7, true=  7, accuracy=1.00
ID=  261, predicted=  7, true=  7, accuracy=1.00
ID=  262, predicted=  3, true=  3, accuracy=1.00
ID=  263, predicted=  2, true=  2, accuracy=1.00
ID=  264, predicted=  2, true=  2, accuracy=1.00
ID=  265, predicted=  2, true=  2, accuracy=1.00
ID=  266, predicted=  3, true=  3, accuracy=1.00
ID=  267, predicted=  3, true=  3, accuracy=1.00
ID=  268, predicted=  3, true=  3, accuracy=1.00
ID=  269, predicted=  3, true=  3, accuracy=1.00
ID=  270, predicted=  3, true=  3, accuracy=1.00
ID=  271, predicted=  3, true=  3, accuracy=1.00
ID=  272, predicted=  3, true=  3, accuracy=1.00
ID=  273, predicted=  3, true=  3, accuracy=1.00
ID=  274, predicted=  3, true=  3, accuracy=1.00
ID=  275, predicted=  3, true=  3, accuracy=1.00
ID=  276, predicted=  3, true=  3, accuracy=1.00
ID=  277, predicted=  5, true=  5, accuracy=1.00
ID=  278, predicted=  7, true=  7, accuracy=1.00
ID=  279, predicted=  7, true=  7, accuracy=1.00
ID=  280, predicted=  7, true=  7, accuracy=1.00
ID=  281, predicted=  7, true=  7, accuracy=1.00
ID=  282, predicted=  7, true=  7, accuracy=1.00
ID=  283, predicted=  3, true=  3, accuracy=1.00
ID=  284, predicted=  3, true=  3, accuracy=1.00
ID=  285, predicted=  2, true=  2, accuracy=1.00
ID=  286, predicted=  2, true=  2, accuracy=1.00
ID=  287, predicted=  2, true=  2, accuracy=1.00
ID=  288, predicted=  2, true=  2, accuracy=1.00
ID=  289, predicted=  2, true=  2, accuracy=1.00
ID=  290, predicted=  2, true=  2, accuracy=1.00
ID=  291, predicted=  2, true=  2, accuracy=1.00
ID=  292, predicted=  2, true=  2, accuracy=1.00
ID=  293, predicted=  2, true=  2, accuracy=1.00
ID=  294, predicted=  2, true=  2, accuracy=1.00
ID=  295, predicted=  2, true=  2, accuracy=1.00
ID=  296, predicted=  2, true=  2, accuracy=1.00
ID=  297, predicted=  2, true=  2, accuracy=1.00
ID=  298, predicted=  3, true=  3, accuracy=1.00
ID=  299, predicted=  3, true=  3, accuracy=1.00
ID=  300, predicted=  3, true=  3, accuracy=1.00
ID=  301, predicted=  3, true=  3, accuracy=1.00
ID=  302, predicted=  3, true=  3, accuracy=1.00
ID=  303, predicted=  3, true=  3, accuracy=1.00
ID=  304, predicted=  3, true=  3, accuracy=1.00
ID=  305, predicted=  3, true=  3, accuracy=1.00
ID=  306, predicted=  7, true=  3, accuracy=0.00
ID=  307, predicted=  5, true=  5, accuracy=1.00
ID=  308, predicted=  5, true=  5, accuracy=1.00
ID=  309, predicted=  7, true=  5, accuracy=0.00
ID=  310, predicted=  7, true=  7, accuracy=1.00
ID=  311, predicted=  7, true=  7, accuracy=1.00
ID=  312, predicted=  7, true=  7, accuracy=1.00
ID=  313, predicted=  7, true=  7, accuracy=1.00
ID=  314, predicted=  3, true=  3, accuracy=1.00
ID=  315, predicted=  3, true=  3, accuracy=1.00
ID=  316, predicted=  3, true=  3, accuracy=1.00
ID=  317, predicted=  3, true=  3, accuracy=1.00
ID=  318, predicted=  3, true=  3, accuracy=1.00
ID=  319, predicted=  3, true=  4, accuracy=0.00
ID=  320, predicted=  2, true=  4, accuracy=0.00
ID=  321, predicted=  2, true=  2, accuracy=1.00
ID=  322, predicted=  2, true=  2, accuracy=1.00
ID=  323, predicted=  2, true=  2, accuracy=1.00
ID=  324, predicted=  2, true=  2, accuracy=1.00
ID=  325, predicted=  2, true=  2, accuracy=1.00
ID=  326, predicted=  2, true=  2, accuracy=1.00
ID=  327, predicted=  2, true=  2, accuracy=1.00
ID=  328, predicted=  2, true=  2, accuracy=1.00
ID=  329, predicted=  2, true=  2, accuracy=1.00
ID=  330, predicted=  2, true=  2, accuracy=1.00
ID=  331, predicted=  2, true=  2, accuracy=1.00
ID=  332, predicted=  2, true=  2, accuracy=1.00
ID=  333, predicted=  3, true=  3, accuracy=1.00
ID=  334, predicted=  3, true=  3, accuracy=1.00
ID=  335, predicted=  3, true=  3, accuracy=1.00
ID=  336, predicted=  3, true=  3, accuracy=1.00
ID=  337, predicted=  5, true=  5, accuracy=1.00
ID=  338, predicted=  7, true=  7, accuracy=1.00
ID=  339, predicted=  7, true=  7, accuracy=1.00
ID=  340, predicted=  7, true=  7, accuracy=1.00
ID=  341, predicted=  7, true=  7, accuracy=1.00
ID=  342, predicted=  7, true=  7, accuracy=1.00
ID=  343, predicted=  7, true=  7, accuracy=1.00
ID=  344, predicted=  3, true=  3, accuracy=1.00
ID=  345, predicted=  3, true=  3, accuracy=1.00
ID=  346, predicted=  3, true=  3, accuracy=1.00
ID=  347, predicted=  3, true=  3, accuracy=1.00
ID=  348, predicted=  3, true=  4, accuracy=0.00
ID=  349, predicted=  2, true=  2, accuracy=1.00
ID=  350, predicted=  2, true=  2, accuracy=1.00
ID=  351, predicted=  2, true=  2, accuracy=1.00
ID=  352, predicted=  2, true=  2, accuracy=1.00
ID=  353, predicted=  2, true=  2, accuracy=1.00
ID=  354, predicted=  2, true=  2, accuracy=1.00
ID=  355, predicted=  2, true=  2, accuracy=1.00
ID=  356, predicted=  2, true=  2, accuracy=1.00
ID=  357, predicted=  2, true=  2, accuracy=1.00
ID=  358, predicted=  2, true=  2, accuracy=1.00
ID=  359, predicted=  2, true=  3, accuracy=0.00
ID=  360, predicted=  3, true=  3, accuracy=1.00
ID=  361, predicted=  3, true=  3, accuracy=1.00
ID=  362, predicted=  3, true=  3, accuracy=1.00
ID=  363, predicted=  3, true=  3, accuracy=1.00
ID=  364, predicted=  3, true=  3, accuracy=1.00
ID=  365, predicted=  5, true=  5, accuracy=1.00
ID=  366, predicted=  5, true=  5, accuracy=1.00
ID=  367, predicted=  5, true=  5, accuracy=1.00
ID=  368, predicted=  5, true=  5, accuracy=1.00
ID=  369, predicted=  5, true=  5, accuracy=1.00
ID=  370, predicted=  5, true=  5, accuracy=1.00
ID=  371, predicted=  7, true=  7, accuracy=1.00
ID=  372, predicted=  7, true=  7, accuracy=1.00
ID=  373, predicted=  7, true=  7, accuracy=1.00
ID=  374, predicted=  7, true=  7, accuracy=1.00
ID=  375, predicted=  7, true=  7, accuracy=1.00
ID=  376, predicted=  7, true=  7, accuracy=1.00
ID=  377, predicted=  7, true=  7, accuracy=1.00
ID=  378, predicted=  7, true=  7, accuracy=1.00
ID=  379, predicted=  3, true=  3, accuracy=1.00
ID=  380, predicted=  3, true=  3, accuracy=1.00
ID=  381, predicted=  3, true=  3, accuracy=1.00
ID=  382, predicted=  3, true=  3, accuracy=1.00
ID=  383, predicted=  4, true=  4, accuracy=1.00
ID=  384, predicted=  2, true=  2, accuracy=1.00
ID=  385, predicted=  2, true=  2, accuracy=1.00
ID=  386, predicted=  2, true=  2, accuracy=1.00
ID=  387, predicted=  2, true=  2, accuracy=1.00
ID=  388, predicted=  2, true=  2, accuracy=1.00
ID=  389, predicted=  2, true=  2, accuracy=1.00
ID=  390, predicted=  2, true=  2, accuracy=1.00
ID=  391, predicted=  2, true=  2, accuracy=1.00
ID=  392, predicted=  2, true=  2, accuracy=1.00
ID=  393, predicted=  2, true=  2, accuracy=1.00
ID=  394, predicted=  2, true=  2, accuracy=1.00
ID=  395, predicted=  2, true=  2, accuracy=1.00
ID=  396, predicted=  2, true=  2, accuracy=1.00
ID=  397, predicted=  3, true=  3, accuracy=1.00
ID=  398, predicted=  3, true=  3, accuracy=1.00
ID=  399, predicted=  3, true=  3, accuracy=1.00
ID=  400, predicted=  3, true=  3, accuracy=1.00
ID=  401, predicted=  3, true=  3, accuracy=1.00
ID=  402, predicted=  7, true=  7, accuracy=1.00
ID=  403, predicted=  5, true=  5, accuracy=1.00
ID=  404, predicted=  7, true=  7, accuracy=1.00
ID=  405, predicted=  7, true=  7, accuracy=1.00
ID=  406, predicted=  7, true=  7, accuracy=1.00
ID=  407, predicted=  7, true=  7, accuracy=1.00
ID=  408, predicted=  7, true=  7, accuracy=1.00
ID=  409, predicted=  7, true=  7, accuracy=1.00
ID=  410, predicted=  7, true=  7, accuracy=1.00
ID=  411, predicted=  3, true=  3, accuracy=1.00
ID=  412, predicted=  3, true=  3, accuracy=1.00
ID=  413, predicted=  2, true=  2, accuracy=1.00
ID=  414, predicted=  2, true=  2, accuracy=1.00
ID=  415, predicted=  2, true=  2, accuracy=1.00
ID=  416, predicted=  2, true=  2, accuracy=1.00
ID=  417, predicted=  2, true=  2, accuracy=1.00
ID=  418, predicted=  2, true=  2, accuracy=1.00
ID=  419, predicted=  2, true=  2, accuracy=1.00
ID=  420, predicted=  2, true=  2, accuracy=1.00
ID=  421, predicted=  5, true=  2, accuracy=0.00
ID=  422, predicted=  3, true=  3, accuracy=1.00
ID=  423, predicted=  3, true=  3, accuracy=1.00
ID=  424, predicted=  3, true=  3, accuracy=1.00
ID=  425, predicted=  3, true=  3, accuracy=1.00
ID=  426, predicted=  3, true=  3, accuracy=1.00
ID=  427, predicted=  3, true=  3, accuracy=1.00
ID=  428, predicted=  7, true=  7, accuracy=1.00
ID=  429, predicted=  5, true=  5, accuracy=1.00
ID=  430, predicted=  5, true=  5, accuracy=1.00
ID=  431, predicted=  5, true=  5, accuracy=1.00
ID=  432, predicted=  5, true=  5, accuracy=1.00
ID=  433, predicted=  7, true=  7, accuracy=1.00
ID=  434, predicted=  7, true=  7, accuracy=1.00
ID=  435, predicted=  5, true=  7, accuracy=0.00
ID=  436, predicted=  5, true=  7, accuracy=0.00
ID=  437, predicted=  7, true=  7, accuracy=1.00
ID=  438, predicted=  7, true=  7, accuracy=1.00
ID=  439, predicted=  3, true=  3, accuracy=1.00
ID=  440, predicted=  3, true=  3, accuracy=1.00
ID=  441, predicted=  3, true=  3, accuracy=1.00
ID=  442, predicted=  3, true=  3, accuracy=0.33
ID=  443, predicted=  4, true=  4, accuracy=1.00
ID=  444, predicted=  4, true=  4, accuracy=1.00
ID=  445, predicted=  2, true=  2, accuracy=1.00
ID=  446, predicted=  2, true=  2, accuracy=1.00
ID=  447, predicted=  2, true=  2, accuracy=1.00
ID=  448, predicted=  2, true=  2, accuracy=1.00
ID=  449, predicted=  2, true=  2, accuracy=1.00
ID=  450, predicted=  3, true=  3, accuracy=1.00
ID=  451, predicted=  3, true=  3, accuracy=1.00
ID=  452, predicted=  3, true=  3, accuracy=1.00
ID=  453, predicted=  3, true=  3, accuracy=1.00
ID=  454, predicted=  7, true=  7, accuracy=1.00
ID=  455, predicted=  7, true=  7, accuracy=1.00
ID=  456, predicted=  5, true=  5, accuracy=1.00
ID=  457, predicted=  5, true=  5, accuracy=1.00
ID=  458, predicted=  5, true=  5, accuracy=1.00
ID=  459, predicted=  5, true=  5, accuracy=1.00
ID=  460, predicted=  5, true=  5, accuracy=1.00
ID=  461, predicted=  5, true=  5, accuracy=1.00
ID=  462, predicted=  5, true=  5, accuracy=1.00
ID=  463, predicted=  5, true=  5, accuracy=1.00
ID=  464, predicted=  5, true=  5, accuracy=1.00
ID=  465, predicted=  5, true=  5, accuracy=1.00
ID=  466, predicted=  7, true=  7, accuracy=1.00
ID=  467, predicted=  7, true=  7, accuracy=1.00
ID=  468, predicted=  3, true=  4, accuracy=0.33
ID=  469, predicted=  4, true=  4, accuracy=1.00
ID=  470, predicted=  3, true=  4, accuracy=0.00
ID=  471, predicted=  4, true=  4, accuracy=1.00
ID=  472, predicted=  4, true=  4, accuracy=1.00
ID=  473, predicted=  4, true=  4, accuracy=1.00
ID=  474, predicted=  4, true=  4, accuracy=1.00
ID=  475, predicted=  2, true=  2, accuracy=1.00
ID=  476, predicted=  2, true=  2, accuracy=1.00
ID=  477, predicted=  2, true=  2, accuracy=1.00
ID=  478, predicted=  2, true=  2, accuracy=1.00
ID=  479, predicted=  2, true=  2, accuracy=1.00
ID=  480, predicted=  2, true=  2, accuracy=1.00
ID=  481, predicted=  2, true=  2, accuracy=1.00
ID=  482, predicted=  2, true=  2, accuracy=1.00
ID=  483, predicted=  2, true=  2, accuracy=1.00
ID=  484, predicted=  3, true=  3, accuracy=1.00
ID=  485, predicted=  3, true=  3, accuracy=1.00
ID=  486, predicted=  3, true=  3, accuracy=1.00
ID=  487, predicted=  7, true=  7, accuracy=1.00
ID=  488, predicted=  7, true=  5, accuracy=0.00
ID=  489, predicted=  5, true=  5, accuracy=1.00
ID=  490, predicted=  5, true=  5, accuracy=1.00
ID=  491, predicted=  5, true=  5, accuracy=1.00
ID=  492, predicted=  5, true=  5, accuracy=1.00
ID=  493, predicted=  5, true=  5, accuracy=1.00
ID=  494, predicted=  5, true=  5, accuracy=1.00
ID=  495, predicted=  5, true=  5, accuracy=1.00
ID=  496, predicted=  2, true=  2, accuracy=1.00
ID=  497, predicted=  5, true=  5, accuracy=1.00
ID=  498, predicted=  7, true=  5, accuracy=0.00
ID=  499, predicted=  5, true=  5, accuracy=1.00
ID=  500, predicted=  3, true=  4, accuracy=0.00
ID=  501, predicted=  4, true=  4, accuracy=1.00
ID=  502, predicted=  2, true=  2, accuracy=1.00
ID=  503, predicted=  2, true=  2, accuracy=1.00
ID=  504, predicted=  2, true=  2, accuracy=1.00
ID=  505, predicted=  2, true=  2, accuracy=1.00
ID=  506, predicted=  7, true=  7, accuracy=1.00
ID=  507, predicted=  7, true=  7, accuracy=1.00
ID=  508, predicted=  7, true=  7, accuracy=1.00
ID=  509, predicted=  7, true=  7, accuracy=1.00
ID=  510, predicted=  7, true=  7, accuracy=1.00
ID=  511, predicted=  3, true=  3, accuracy=1.00
ID=  512, predicted=  7, true=  7, accuracy=1.00
ID=  513, predicted=  7, true=  7, accuracy=1.00
ID=  514, predicted=  7, true=  7, accuracy=1.00
ID=  515, predicted=  7, true=  7, accuracy=1.00
ID=  516, predicted=  7, true=  7, accuracy=1.00
ID=  517, predicted=  5, true=  5, accuracy=1.00
